Loaded plugins: fastestmirror, langpacks, presto, refresh-packagekit
Loading mirror speeds from cached hostfile
 * fedora: mirror.fdcservers.net
 * rpmfusion-free: mirror.us.leaseweb.net
 * rpmfusion-free-updates: mirror.us.leaseweb.net
 * rpmfusion-nonfree: mirror.us.leaseweb.net
 * rpmfusion-nonfree-updates: mirror.us.leaseweb.net
 * updates: www.gtlib.gatech.edu
Installed Packages
gnome-bluetooth-libs.i686                  1:3.2.2-1.fc16               @updates
gnome-color-manager.i686                   3.2.4-1.fc16                 @updates
gnome-contacts.i686                        3.2.2-2.fc16                 @koji-override-0/$releasever
gnome-desktop3.i686                        3.2.1-2.fc16                 @koji-override-0/$releasever
gnome-disk-utility.i686                    3.0.2-3.fc16                 @koji-override-0/$releasever
gnome-disk-utility-libs.i686               3.0.2-3.fc16                 @koji-override-0/$releasever
gnome-disk-utility-nautilus.i686           3.0.2-3.fc16                 @koji-override-0/$releasever
gnome-disk-utility-ui-libs.i686            3.0.2-3.fc16                 @koji-override-0/$releasever
gnome-dvb-daemon.i686                      0.2.7-1.fc16                 @updates
gnome-games.i686                           1:3.2.1-3.fc16               @updates
gnome-icon-theme.noarch                    3.2.1.2-1.fc16               @updates
gnome-icon-theme-extras.noarch             3.0.0-2.fc16                 @koji-override-0/$releasever
gnome-icon-theme-legacy.noarch             3.2.1.2-1.fc16               @updates
gnome-icon-theme-symbolic.noarch           3.2.1-1.fc16                 @koji-override-0/$releasever
gnome-js-common.noarch                     0.1.2-4.fc15                 @koji-override-0/$releasever
gnome-keyring.i686                         3.2.1-3.fc16                 @updates
gnome-keyring-pam.i686                     3.2.1-3.fc16                 @updates
gnome-media.i686                           2.91.2-6.fc16                @koji-override-0/$releasever
gnome-menus.i686                           3.2.0.1-1.fc16               @koji-override-0/$releasever
gnome-online-accounts.i686                 3.2.1-2.fc16                 @koji-override-0/$releasever
gnome-packagekit.i686                      3.2.1-1.fc16                 @koji-override-0/$releasever
gnome-panel.i686                           3.2.1-2.fc16                 @koji-override-0/$releasever
gnome-panel-libs.i686                      3.2.1-2.fc16                 @koji-override-0/$releasever
gnome-power-manager.i686                   3.2.1-1.fc16                 @koji-override-0/$releasever
gnome-python2.i686                         2.28.1-7.fc16                @updates
gnome-python2-canvas.i686                  2.28.1-7.fc16                @updates
gnome-python2-desktop.i686                 2.32.0-5.fc16                @koji-override-0/$releasever
gnome-python2-gconf.i686                   2.28.1-7.fc16                @updates
gnome-python2-gnomekeyring.i686            2.32.0-5.fc16                @koji-override-0/$releasever
gnome-python2-libwnck.i686                 2.32.0-5.fc16                @koji-override-0/$releasever
gnome-screensaver.i686                     3.2.0-1.fc16                 @koji-override-0/$releasever
gnome-session.i686                         3.2.1-2.fc16                 @koji-override-0/$releasever
gnome-session-xsession.i686                3.2.1-2.fc16                 @koji-override-0/$releasever
gnome-settings-daemon.i686                 3.2.3-1.fc16                 @updates
gnome-shell.i686                           3.2.2.1-1.fc16               @updates
gnome-system-monitor.i686                  3.2.1-2.fc16                 @koji-override-0/$releasever
gnome-terminal.i686                        3.2.1-2.fc16                 @koji-override-0/$releasever
gnome-themes.noarch                        2.32.0-7.fc16                @koji-override-0/$releasever
gnome-themes-standard.i686                 3.2.1-2.fc16                 @koji-override-0/$releasever
gnome-user-docs.noarch                     3.2.1-1.fc16                 @koji-override-0/$releasever
gnome-utils.i686                           1:3.2.1-2.fc16               @koji-override-0/$releasever
gnome-utils-libs.i686                      1:3.2.1-2.fc16               @koji-override-0/$releasever
gnome-video-effects.noarch                 0.3.0-1.fc15                 @koji-override-0/$releasever
gnupg.i686                                 1.4.12-1.fc16                @updates
gnupg2.i686                                2.0.18-2.fc16                @koji-override-0/$releasever
gnutls.i686                                2.12.14-3.fc16               @updates
gobject-introspection.i686                 1.30.0-1.fc16                @koji-override-0/$releasever
google-chrome-stable.i386                  20.0.1132.57-145807          @google-chrome
gpgme.i686                                 1.3.0-4.fc16                 @koji-override-0/$releasever
gpm-libs.i686                              1.20.6-21.fc16               @updates
graphite2.i686                             1.1.1-1.fc16                 @updates
grep.i686                                  2.9-3.fc16                   @koji-override-0/$releasever
grilo.i686                                 0.1.18-1.fc16                @updates
grilo-plugins.i686                         0.1.18-1.fc16                @updates
groff.i686                                 1.21-4.fc16                  @updates
grub-efi.i686                              1:0.97-84.fc16               @koji-override-0/$releasever
grub2.i686                                 1:1.99-13.fc16.3             @updates
grubby.i686                                8.8-2.fc16                   @updates
gsettings-desktop-schemas.noarch           3.2.0-1.fc16                 @koji-override-0/$releasever
gsm.i686                                   1.0.13-2.fc12                @koji-override-0/$releasever
gssdp.i686                                 0.12.1-1.fc16                @updates
gstreamer.i686                             0.10.35-1.fc16               @koji-override-0/$releasever
gstreamer-plugins-bad-free.i686            0.10.22-2.fc16.2             @updates
gstreamer-plugins-base.i686                0.10.35-3.fc16               @updates
gstreamer-plugins-good.i686                0.10.30-6.fc16               @updates
gstreamer-python.i686                      0.10.19-2.fc15               @koji-override-0/$releasever
gstreamer-rtsp.i686                        0.10.8-1.fc16                @koji-override-0/$releasever
gstreamer-tools.i686                       0.10.35-1.fc16               @koji-override-0/$releasever
